"date","country","yield"
1996-09-01,"NL",6.1
1996-08-01,"NL",6.24
1996-07-01,"NL",6.41
1996-06-01,"NL",6.47
1996-05-01,"NL",6.35
1996-04-01,"NL",6.35
1996-03-01,"NL",6.45
1996-02-01,"NL",6.21
1996-01-01,"NL",5.87
1995-12-01,"NL",6.09
1995-11-01,"NL",6.35
1995-10-01,"NL",6.59
1995-09-01,"NL",6.58
1995-08-01,"NL",6.74
1995-07-01,"NL",6.85
1995-06-01,"NL",6.83
1995-05-01,"NL",6.92
1995-04-01,"NL",7.17
1995-03-01,"NL",7.42
1995-02-01,"NL",7.54
1995-01-01,"NL",7.71
1994-12-01,"NL",7.59
1994-11-01,"NL",7.54
1994-10-01,"NL",7.55
1994-09-01,"NL",7.49
1994-08-01,"NL",7.12
1994-07-01,"NL",6.91
1994-06-01,"NL",7.11
1994-05-01,"NL",6.75
1994-04-01,"NL",6.54
1994-03-01,"NL",6.29
1994-02-01,"NL",5.87
1994-01-01,"NL",5.61
1993-12-01,"NL",5.68
1993-11-01,"NL",5.81
1993-10-01,"NL",5.83
1993-09-01,"NL",5.98
1993-08-01,"NL",6.18
1993-07-01,"NL",6.43
1993-06-01,"NL",6.59
1993-05-01,"NL",6.67
1993-04-01,"NL",6.6
1993-03-01,"NL",6.56
1993-02-01,"NL",6.87
1993-01-01,"NL",7.13
2015-05-01,"PT",2.41
2015-04-01,"PT",1.87
2015-03-01,"PT",1.74
2015-02-01,"PT",2.32
2015-01-01,"PT",2.49
2014-12-01,"PT",2.81
2014-11-01,"PT",3.13
2014-10-01,"PT",3.21
2014-09-01,"PT",3.18
2014-08-01,"PT",3.47
2014-07-01,"PT",3.69
2014-06-01,"PT",3.5
2014-05-01,"PT",3.66
2014-04-01,"PT",3.82
2014-03-01,"PT",4.43
2014-02-01,"PT",4.94
2014-01-01,"PT",5.21
2013-12-01,"PT",6.04
2013-11-01,"PT",5.98
2013-10-01,"PT",6.33
2013-09-01,"PT",7.06
2013-08-01,"PT",6.6
2013-07-01,"PT",6.87
2013-06-01,"PT",6.3
2013-05-01,"PT",5.46
2013-04-01,"PT",6.15
2013-03-01,"PT",6.1
2013-02-01,"PT",6.4
2013-01-01,"PT",6.24
2012-12-01,"PT",7.25
2012-11-01,"PT",8.32
2012-10-01,"PT",8.17
2012-09-01,"PT",8.62
2012-08-01,"PT",9.89
2012-07-01,"PT",10.49
2012-06-01,"PT",10.56
2012-05-01,"PT",11.59
2012-04-01,"PT",12.01
2012-03-01,"PT",13.01
2012-02-01,"PT",12.81
2012-01-01,"PT",13.85
2011-12-01,"PT",13.08
2011-11-01,"PT",11.89
2011-10-01,"PT",11.72
2011-09-01,"PT",11.34
2011-08-01,"PT",10.93
2011-07-01,"PT",12.15
2011-06-01,"PT",10.87
2011-05-01,"PT",9.63
2011-04-01,"PT",9.19
2011-03-01,"PT",7.8
2011-02-01,"PT",7.34
2011-01-01,"PT",6.95
2010-12-01,"PT",6.53
2010-11-01,"PT",6.91
2010-10-01,"PT",6.05
2010-09-01,"PT",6.08
2010-08-01,"PT",5.31
2010-07-01,"PT",5.49
2010-06-01,"PT",5.54
2010-05-01,"PT",5.02
2010-04-01,"PT",4.78
2010-03-01,"PT",4.31
2010-02-01,"PT",4.56
2010-01-01,"PT",4.17
2009-12-01,"PT",3.91
2009-11-01,"PT",3.8
2009-10-01,"PT",3.85
2009-09-01,"PT",3.94
2009-08-01,"PT",3.95
2009-07-01,"PT",4.25
2009-06-01,"PT",4.5
2009-05-01,"PT",4.29
2009-04-01,"PT",4.53
2009-03-01,"PT",4.68
2009-02-01,"PT",4.52
2009-01-01,"PT",4.32
2008-12-01,"PT",4
2008-11-01,"PT",4.35
2008-10-01,"PT",4.56
2008-09-01,"PT",4.66
2008-08-01,"PT",4.69
2008-07-01,"PT",4.95
2008-06-01,"PT",4.96
2008-05-01,"PT",4.6
2008-04-01,"PT",4.52
2008-03-01,"PT",4.36
2008-02-01,"PT",4.27
2008-01-01,"PT",4.31
2007-12-01,"PT",4.47
2007-11-01,"PT",4.36
2007-10-01,"PT",4.52
2007-09-01,"PT",4.5
2007-08-01,"PT",4.56
2007-07-01,"PT",4.73
2007-06-01,"PT",4.75
2007-05-01,"PT",4.44
2007-04-01,"PT",4.3
2007-03-01,"PT",4.1
2007-02-01,"PT",4.19
2007-01-01,"PT",4.18
2006-12-01,"PT",3.96
2006-11-01,"PT",3.89
2006-10-01,"PT",3.98
2006-09-01,"PT",3.93
2006-08-01,"PT",4.06
2006-07-01,"PT",4.14
2006-06-01,"PT",4.1
2006-05-01,"PT",4.07
2006-04-01,"PT",4.03
2006-03-01,"PT",3.77
2006-02-01,"PT",3.6
2006-01-01,"PT",3.45
2005-12-01,"PT",3.46
2005-11-01,"PT",3.58
2005-10-01,"PT",3.39
2005-09-01,"PT",3.23
2005-08-01,"PT",3.39
2005-07-01,"PT",3.35
2005-06-01,"PT",3.19
2005-05-01,"PT",3.35
2005-04-01,"PT",3.5
2005-03-01,"PT",3.7
2005-02-01,"PT",3.55
2005-01-01,"PT",3.56
2004-12-01,"PT",3.64
2004-11-01,"PT",3.86
2004-10-01,"PT",3.99
2004-09-01,"PT",4.12
2004-08-01,"PT",4.18
2004-07-01,"PT",4.35
2004-06-01,"PT",4.47
2004-05-01,"PT",4.42
2004-04-01,"PT",4.25
2004-03-01,"PT",4
2004-02-01,"PT",4.19
2004-01-01,"PT",4.25
2003-12-01,"PT",4.4
2003-11-01,"PT",4.48
2003-10-01,"PT",4.36
2003-09-01,"PT",4.29
2003-08-01,"PT",4.26
2003-07-01,"PT",4.1
2003-06-01,"PT",3.77
2003-05-01,"PT",3.91
2003-04-01,"PT",4.18
2003-03-01,"PT",4.08
2003-02-01,"PT",4.04
2003-01-01,"PT",4.27
2002-12-01,"PT",4.45
2002-11-01,"PT",4.66
2002-10-01,"PT",4.7
2002-09-01,"PT",4.63
2002-08-01,"PT",4.85
2002-07-01,"PT",5.12
2002-06-01,"PT",5.26
2002-05-01,"PT",5.4
2002-04-01,"PT",5.39
2002-03-01,"PT",5.39
2002-02-01,"PT",5.15
2002-01-01,"PT",5.08
2001-12-01,"PT",5.01
2001-11-01,"PT",4.76
2001-10-01,"PT",4.92
2001-09-01,"PT",5.17
2001-08-01,"PT",5.19
2001-07-01,"PT",5.39
2001-06-01,"PT",5.38
2001-05-01,"PT",5.42
2001-04-01,"PT",5.27
2001-03-01,"PT",5.09
2001-02-01,"PT",5.14
2001-01-01,"PT",5.16
2000-12-01,"PT",5.28
2000-11-01,"PT",5.53
2000-10-01,"PT",5.58
2000-09-01,"PT",5.63
2000-08-01,"PT",5.57
2000-07-01,"PT",5.61
2000-06-01,"PT",5.54
2000-05-01,"PT",5.68
2000-04-01,"PT",5.52
2000-03-01,"PT",5.61
2000-02-01,"PT",5.78
2000-01-01,"PT",5.81
1999-12-01,"PT",5.46
1999-11-01,"PT",5.36
1999-10-01,"PT",5.62
1999-09-01,"PT",5.41
1999-08-01,"PT",5.22
1999-07-01,"PT",4.99
1999-06-01,"PT",4.66
1999-05-01,"PT",4.32
1999-04-01,"PT",4.13
1999-03-01,"PT",4.24
1999-02-01,"PT",4.02
1999-01-01,"PT",3.9
1998-12-01,"PT",4.12
1998-11-01,"PT",4.43
1998-10-01,"PT",4.44
1998-09-01,"PT",4.46
1998-08-01,"PT",4.76
1998-07-01,"PT",4.95
1998-06-01,"PT",5.06
1998-05-01,"PT",5.18
1998-04-01,"PT",5.17
1998-03-01,"PT",5.25
1998-02-01,"PT",5.32
1998-01-01,"PT",5.41
1997-12-01,"PT",5.67
1997-11-01,"PT",5.96
1997-10-01,"PT",5.98
1997-09-01,"PT",6.13
1997-08-01,"PT",6.35
1997-07-01,"PT",6.26
1997-06-01,"PT",6.41
1997-05-01,"PT",6.49
1997-04-01,"PT",6.8
1997-03-01,"PT",6.87
1997-02-01,"PT",6.66
1997-01-01,"PT",6.72
1996-12-01,"PT",6.95
1996-11-01,"PT",7.17
1996-10-01,"PT",7.59
1996-09-01,"PT",8.32
1996-08-01,"PT",8.71
1996-07-01,"PT",8.71
1996-06-01,"PT",8.88
1996-05-01,"PT",8.97
1996-04-01,"PT",9.06
1996-03-01,"PT",9.46
1996-02-01,"PT",9.45
1996-01-01,"PT",9.44
1995-12-01,"PT",10.03
1995-11-01,"PT",10.74
1995-10-01,"PT",11.22
1995-09-01,"PT",11.15
1995-08-01,"PT",11.31
1995-07-01,"PT",11.69
1995-06-01,"PT",11.89
1995-05-01,"PT",11.92
1995-04-01,"PT",12.17
1995-03-01,"PT",11.98
1995-02-01,"PT",11.71
1995-01-01,"PT",11.79
1994-12-01,"PT",11.6
1994-11-01,"PT",11.51
1994-10-01,"PT",11.59
1994-09-01,"PT",11.75
1994-08-01,"PT",11.42
1994-07-01,"PT",11.34
1994-06-01,"PT",10.84
1994-05-01,"PT",9.96
1994-04-01,"PT",9.26
1994-03-01,"PT",8.97
1994-02-01,"PT",8.58
1994-01-01,"PT",8.93
1993-12-01,"PT",9.19
1993-11-01,"PT",9.39
1993-10-01,"PT",9.27
1993-09-01,"PT",9.74
1993-08-01,"PT",10.37
1993-07-01,"PT",10.67
1993-06-01,"PT",NA
1993-05-01,"PT",NA
1993-04-01,"PT",NA
1993-03-01,"PT",NA
1993-02-01,"PT",NA
1993-01-01,"PT",NA
2015-05-01,"SI",1.59
2015-04-01,"SI",1.06
2015-03-01,"SI",0.99
2015-02-01,"SI",1.32
2015-01-01,"SI",1.75
2014-12-01,"SI",2.11
2014-11-01,"SI",2.54
2014-10-01,"SI",2.63
2014-09-01,"SI",2.66
2014-08-01,"SI",3.09
2014-07-01,"SI",3.16
2014-06-01,"SI",3.13
2014-05-01,"SI",3.39
2014-04-01,"SI",3.52
2014-03-01,"SI",3.85
2014-02-01,"SI",4.43
2014-01-01,"SI",4.73
2013-12-01,"SI",5.27
2013-11-01,"SI",5.91
2013-10-01,"SI",6.47
2013-09-01,"SI",6.56
2013-08-01,"SI",6.51
2013-07-01,"SI",6.58
2013-06-01,"SI",6.38
2013-05-01,"SI",5.35
2013-04-01,"SI",5.93
2013-03-01,"SI",5.09
2013-02-01,"SI",4.88
2013-01-01,"SI",4.81
2012-12-01,"SI",5.33
2012-11-01,"SI",5.43
2012-10-01,"SI",5.74
2012-09-01,"SI",6.32
2012-08-01,"SI",6.81
2012-07-01,"SI",6.34
2012-06-01,"SI",5.63
2012-05-01,"SI",5.28
2012-04-01,"SI",5.27
2012-03-01,"SI",5.08
2012-02-01,"SI",5.73
2012-01-01,"SI",6.74
2011-12-01,"SI",6.9
2011-11-01,"SI",6.46
2011-10-01,"SI",5.16
2011-09-01,"SI",4.86
2011-08-01,"SI",4.99
2011-07-01,"SI",4.89
2011-06-01,"SI",4.58
2011-05-01,"SI",4.43
2011-04-01,"SI",4.53
2011-03-01,"SI",4.3
2011-02-01,"SI",4.26
2011-01-01,"SI",4.29
2010-12-01,"SI",4.11
2010-11-01,"SI",3.77
2010-10-01,"SI",3.56
2010-09-01,"SI",3.64
2010-08-01,"SI",3.67
2010-07-01,"SI",3.87
2010-06-01,"SI",3.83
2010-05-01,"SI",3.82
2010-04-01,"SI",3.94
2010-03-01,"SI",3.94
2010-02-01,"SI",3.84
2010-01-01,"SI",4
2009-12-01,"SI",3.91
2009-11-01,"SI",3.87
2009-10-01,"SI",3.86
2009-09-01,"SI",3.96
2009-08-01,"SI",4.07
2009-07-01,"SI",4.33
2009-06-01,"SI",4.69
2009-05-01,"SI",4.76
2009-04-01,"SI",4.77
2009-03-01,"SI",4.71
2009-02-01,"SI",4.87
2009-01-01,"SI",4.7
2008-12-01,"SI",4.56
2008-11-01,"SI",4.61
2008-10-01,"SI",4.66
2008-09-01,"SI",4.68
2008-08-01,"SI",4.68
2008-07-01,"SI",5.02
2008-06-01,"SI",4.95
2008-05-01,"SI",4.61
2008-04-01,"SI",4.47
2008-03-01,"SI",4.33
2008-02-01,"SI",4.32
2008-01-01,"SI",4.39
2007-12-01,"SI",4.55
2007-11-01,"SI",4.4
2007-10-01,"SI",4.59
2007-09-01,"SI",4.69
2007-08-01,"SI",4.82
2007-07-01,"SI",4.72
2007-06-01,"SI",4.79
2007-05-01,"SI",4.49
2007-04-01,"SI",4.41
2007-03-01,"SI",4.34
2007-02-01,"SI",4.34
2007-01-01,"SI",4.23
2006-12-01,"SI",3.9
2006-11-01,"SI",3.99
2006-10-01,"SI",4.02
2006-09-01,"SI",3.98
2006-08-01,"SI",3.92
2006-07-01,"SI",3.86
2006-06-01,"SI",3.86
2006-05-01,"SI",3.73
2006-04-01,"SI",3.73
2006-03-01,"SI",3.8
2006-02-01,"SI",3.72
2006-01-01,"SI",3.73
2005-12-01,"SI",3.69
2005-11-01,"SI",3.62
2005-10-01,"SI",3.62
2005-09-01,"SI",3.74
2005-08-01,"SI",3.79
2005-07-01,"SI",3.78
2005-06-01,"SI",3.9
2005-05-01,"SI",3.92
2005-04-01,"SI",3.95
2005-03-01,"SI",3.88
2005-02-01,"SI",3.92
2005-01-01,"SI",3.87
2004-12-01,"SI",4.07
2004-11-01,"SI",4.3
2004-10-01,"SI",4.47
2004-09-01,"SI",4.63
2004-08-01,"SI",4.66
2004-07-01,"SI",4.64
2004-06-01,"SI",4.69
2004-05-01,"SI",4.77
2004-04-01,"SI",4.83
2004-03-01,"SI",4.99
2004-02-01,"SI",5.01
2004-01-01,"SI",5.14
2003-12-01,"SI",5.27
2003-11-01,"SI",5.54
2003-10-01,"SI",6.16
2003-09-01,"SI",6.65
2003-08-01,"SI",6.65
2003-07-01,"SI",6.65
2003-06-01,"SI",6.65
2003-05-01,"SI",6.65
2003-04-01,"SI",6.65
2003-03-01,"SI",6.65
2003-02-01,"SI",6.65
2003-01-01,"SI",6.65
2002-12-01,"SI",6.65
2002-11-01,"SI",7.1
2002-10-01,"SI",8.9
2002-09-01,"SI",8.91
2002-08-01,"SI",8.94
2002-07-01,"SI",9.08
2002-06-01,"SI",9.19
2002-05-01,"SI",9.22
2002-04-01,"SI",9.52
2002-03-01,"SI",9.62
2002-02-01,"SI",NA
2002-01-01,"SI",NA
2001-12-01,"SI",NA
2001-11-01,"SI",NA
2001-10-01,"SI",NA
2001-09-01,"SI",NA
2001-08-01,"SI",NA
2001-07-01,"SI",NA
2001-06-01,"SI",NA
2001-05-01,"SI",NA
2001-04-01,"SI",NA
2001-03-01,"SI",NA
2001-02-01,"SI",NA
2001-01-01,"SI",NA
2000-12-01,"SI",NA
2000-11-01,"SI",NA
2000-10-01,"SI",NA
2000-09-01,"SI",NA
2000-08-01,"SI",NA
2000-07-01,"SI",NA
2000-06-01,"SI",NA
2000-05-01,"SI",NA
2000-04-01,"SI",NA
2000-03-01,"SI",NA
2000-02-01,"SI",NA
2000-01-01,"SI",NA
1999-12-01,"SI",NA
1999-11-01,"SI",NA
1999-10-01,"SI",NA
1999-09-01,"SI",NA
1999-08-01,"SI",NA
1999-07-01,"SI",NA
1999-06-01,"SI",NA
1999-05-01,"SI",NA
1999-04-01,"SI",NA
1999-03-01,"SI",NA
1999-02-01,"SI",NA
1999-01-01,"SI",NA
1998-12-01,"SI",NA
1998-11-01,"SI",NA
1998-10-01,"SI",NA
1998-09-01,"SI",NA
1998-08-01,"SI",NA
1998-07-01,"SI",NA
1998-06-01,"SI",NA
1998-05-01,"SI",NA
1998-04-01,"SI",NA
1998-03-01,"SI",NA
1998-02-01,"SI",NA
1998-01-01,"SI",NA
1997-12-01,"SI",NA
1997-11-01,"SI",NA
1997-10-01,"SI",NA
1997-09-01,"SI",NA
1997-08-01,"SI",NA
1997-07-01,"SI",NA
1997-06-01,"SI",NA
1997-05-01,"SI",NA
1997-04-01,"SI",NA
1997-03-01,"SI",NA
1997-02-01,"SI",NA
1997-01-01,"SI",NA
1996-12-01,"SI",NA
1996-11-01,"SI",NA
1996-10-01,"SI",NA
1996-09-01,"SI",NA
1996-08-01,"SI",NA
1996-07-01,"SI",NA
1996-06-01,"SI",NA
1996-05-01,"SI",NA
1996-04-01,"SI",NA
1996-03-01,"SI",NA
1996-02-01,"SI",NA
1996-01-01,"SI",NA
1995-12-01,"SI",NA
1995-11-01,"SI",NA
1995-10-01,"SI",NA
1995-09-01,"SI",NA
1995-08-01,"SI",NA
1995-07-01,"SI",NA
1995-06-01,"SI",NA
1995-05-01,"SI",NA
1995-04-01,"SI",NA
1995-03-01,"SI",NA
1995-02-01,"SI",NA
1995-01-01,"SI",NA
1994-12-01,"SI",NA
1994-11-01,"SI",NA
1994-10-01,"SI",NA
1994-09-01,"SI",NA
1994-08-01,"SI",NA
1994-07-01,"SI",NA
1994-06-01,"SI",NA
1994-05-01,"SI",NA
1994-04-01,"SI",NA
1994-03-01,"SI",NA
1994-02-01,"SI",NA
1994-01-01,"SI",NA
1993-12-01,"SI",NA
1993-11-01,"SI",NA
1993-10-01,"SI",NA
1993-09-01,"SI",NA
1993-08-01,"SI",NA
1993-07-01,"SI",NA
1993-06-01,"SI",NA
1993-05-01,"SI",NA
1993-04-01,"SI",NA
1993-03-01,"SI",NA
1993-02-01,"SI",NA
1993-01-01,"SI",NA
2015-05-01,"SK",0.74
2015-04-01,"SK",1.18
2015-03-01,"SK",1.19
2015-02-01,"SK",1.21
2015-01-01,"SK",1.22
2014-12-01,"SK",1.22
2014-11-01,"SK",1.38
2014-10-01,"SK",1.39
2014-09-01,"SK",1.57
2014-08-01,"SK",1.81
2014-07-01,"SK",2.07
2014-06-01,"SK",2.73
2014-05-01,"SK",2.73
2014-04-01,"SK",2.47
2014-03-01,"SK",2.47
2014-02-01,"SK",2.48
2014-01-01,"SK",2.53
2013-12-01,"SK",2.69
2013-11-01,"SK",3.15
2013-10-01,"SK",3.15
2013-09-01,"SK",3.15
2013-08-01,"SK",3.15
2013-07-01,"SK",3.15
2013-06-01,"SK",2.45
2013-05-01,"SK",2.52
2013-04-01,"SK",3.01
2013-03-01,"SK",3.95
2013-02-01,"SK",3.95
2013-01-01,"SK",3.93
2012-12-01,"SK",3.92
2012-11-01,"SK",4.14
2012-10-01,"SK",4.2
2012-09-01,"SK",4.2
2012-08-01,"SK",4.24
2012-07-01,"SK",4.41
2012-06-01,"SK",4.8
2012-05-01,"SK",4.8
2012-04-01,"SK",4.81
2012-03-01,"SK",4.91
2012-02-01,"SK",4.98
2012-01-01,"SK",5.22
2011-12-01,"SK",5.21
2011-11-01,"SK",4.71
2011-10-01,"SK",4.33
2011-09-01,"SK",4.25
2011-08-01,"SK",4.55
2011-07-01,"SK",4.55
2011-06-01,"SK",4.39
2011-05-01,"SK",4.33
2011-04-01,"SK",4.33
2011-03-01,"SK",4.32
2011-02-01,"SK",4.24
2011-01-01,"SK",4.16
2010-12-01,"SK",4.06
2010-11-01,"SK",3.8
2010-10-01,"SK",3.67
2010-09-01,"SK",3.59
2010-08-01,"SK",3.73
2010-07-01,"SK",3.93
2010-06-01,"SK",3.73
2010-05-01,"SK",3.82
2010-04-01,"SK",3.93
2010-03-01,"SK",4.01
2010-02-01,"SK",4.08
2010-01-01,"SK",4.11
2009-12-01,"SK",4.12
2009-11-01,"SK",4.23
2009-10-01,"SK",4.33
2009-09-01,"SK",4.65
2009-08-01,"SK",4.9
2009-07-01,"SK",5.04
2009-06-01,"SK",5.08
2009-05-01,"SK",5.03
2009-04-01,"SK",4.93
2009-03-01,"SK",4.71
2009-02-01,"SK",4.76
2009-01-01,"SK",4.69
2008-12-01,"SK",4.72
2008-11-01,"SK",4.92
2008-10-01,"SK",4.95
2008-09-01,"SK",4.98
2008-08-01,"SK",4.95
2008-07-01,"SK",5.06
2008-06-01,"SK",4.94
2008-05-01,"SK",4.52
2008-04-01,"SK",4.46
2008-03-01,"SK",4.34
2008-02-01,"SK",4.36
2008-01-01,"SK",4.48
2007-12-01,"SK",4.61
2007-11-01,"SK",4.59
2007-10-01,"SK",4.64
2007-09-01,"SK",4.61
2007-08-01,"SK",4.65
2007-07-01,"SK",4.7
2007-06-01,"SK",4.66
2007-05-01,"SK",4.4
2007-04-01,"SK",4.26
2007-03-01,"SK",4.24
2007-02-01,"SK",4.28
2007-01-01,"SK",4.25
2006-12-01,"SK",4.15
2006-11-01,"SK",4.25
2006-10-01,"SK",4.42
2006-09-01,"SK",4.79
2006-08-01,"SK",5.13
2006-07-01,"SK",5.42
2006-06-01,"SK",4.66
2006-05-01,"SK",4.5
2006-04-01,"SK",4.27
2006-03-01,"SK",4.01
2006-02-01,"SK",3.75
2006-01-01,"SK",3.59
2005-12-01,"SK",3.62
2005-11-01,"SK",3.7
2005-10-01,"SK",3.25
2005-09-01,"SK",3.13
2005-08-01,"SK",3.24
2005-07-01,"SK",3.22
2005-06-01,"SK",3.36
2005-05-01,"SK",3.54
2005-04-01,"SK",3.76
2005-03-01,"SK",3.6
2005-02-01,"SK",3.8
2005-01-01,"SK",4.04
2004-12-01,"SK",4.58
2004-11-01,"SK",4.92
2004-10-01,"SK",5.08
2004-09-01,"SK",5.04
2004-08-01,"SK",5.02
2004-07-01,"SK",5.03
2004-06-01,"SK",5.09
2004-05-01,"SK",5.13
2004-04-01,"SK",5.06
2004-03-01,"SK",5.09
2004-02-01,"SK",5.11
2004-01-01,"SK",5.16
2003-12-01,"SK",5.42
2003-11-01,"SK",5.36
2003-10-01,"SK",5.08
2003-09-01,"SK",5.02
2003-08-01,"SK",4.92
2003-07-01,"SK",4.8
2003-06-01,"SK",4.7
2003-05-01,"SK",4.72
2003-04-01,"SK",4.9
2003-03-01,"SK",5.01
2003-02-01,"SK",4.92
2003-01-01,"SK",4.98
2002-12-01,"SK",5.12
2002-11-01,"SK",5.43
2002-10-01,"SK",6.11
2002-09-01,"SK",6.6
2002-08-01,"SK",7.24
2002-07-01,"SK",7.64
2002-06-01,"SK",7.83
2002-05-01,"SK",7.68
2002-04-01,"SK",7.47
2002-03-01,"SK",7.37
2002-02-01,"SK",7.32
2002-01-01,"SK",7.41
2001-12-01,"SK",7.75
2001-11-01,"SK",7.97
2001-10-01,"SK",8.08
2001-09-01,"SK",8.1
2001-08-01,"SK",7.99
2001-07-01,"SK",8.04
2001-06-01,"SK",8.05
2001-05-01,"SK",8.02
2001-04-01,"SK",8
2001-03-01,"SK",8.09
2001-02-01,"SK",8.17
2001-01-01,"SK",8.25
2000-12-01,"SK",NA
2000-11-01,"SK",NA
2000-10-01,"SK",NA
2000-09-01,"SK",NA
2000-08-01,"SK",NA
2000-07-01,"SK",NA
2000-06-01,"SK",NA
2000-05-01,"SK",NA
2000-04-01,"SK",NA
2000-03-01,"SK",NA
2000-02-01,"SK",NA
2000-01-01,"SK",NA
1999-12-01,"SK",NA
1999-11-01,"SK",NA
1999-10-01,"SK",NA
1999-09-01,"SK",NA
1999-08-01,"SK",NA
1999-07-01,"SK",NA
1999-06-01,"SK",NA
1999-05-01,"SK",NA
1999-04-01,"SK",NA
1999-03-01,"SK",NA
1999-02-01,"SK",NA
1999-01-01,"SK",NA
1998-12-01,"SK",NA
1998-11-01,"SK",NA
1998-10-01,"SK",NA
1998-09-01,"SK",NA
1998-08-01,"SK",NA
1998-07-01,"SK",NA
1998-06-01,"SK",NA
1998-05-01,"SK",NA
1998-04-01,"SK",NA
1998-03-01,"SK",NA
1998-02-01,"SK",NA
1998-01-01,"SK",NA
1997-12-01,"SK",NA
1997-11-01,"SK",NA
1997-10-01,"SK",NA
1997-09-01,"SK",NA
1997-08-01,"SK",NA
1997-07-01,"SK",NA
1997-06-01,"SK",NA
1997-05-01,"SK",NA
1997-04-01,"SK",NA
1997-03-01,"SK",NA
1997-02-01,"SK",NA
1997-01-01,"SK",NA
1996-12-01,"SK",NA
1996-11-01,"SK",NA
1996-10-01,"SK",NA
1996-09-01,"SK",NA
1996-08-01,"SK",NA
1996-07-01,"SK",NA
1996-06-01,"SK",NA
1996-05-01,"SK",NA
1996-04-01,"SK",NA
1996-03-01,"SK",NA
1996-02-01,"SK",NA
1996-01-01,"SK",NA
1995-12-01,"SK",NA
1995-11-01,"SK",NA
1995-10-01,"SK",NA
1995-09-01,"SK",NA
1995-08-01,"SK",NA
1995-07-01,"SK",NA
1995-06-01,"SK",NA
1995-05-01,"SK",NA
1995-04-01,"SK",NA
1995-03-01,"SK",NA
1995-02-01,"SK",NA
1995-01-01,"SK",NA
1994-12-01,"SK",NA
1994-11-01,"SK",NA
1994-10-01,"SK",NA
1994-09-01,"SK",NA
1994-08-01,"SK",NA
1994-07-01,"SK",NA
1994-06-01,"SK",NA
1994-05-01,"SK",NA
1994-04-01,"SK",NA
1994-03-01,"SK",NA
1994-02-01,"SK",NA
1994-01-01,"SK",NA
1993-12-01,"SK",NA
1993-11-01,"SK",NA
1993-10-01,"SK",NA
1993-09-01,"SK",NA
1993-08-01,"SK",NA
1993-07-01,"SK",NA
1993-06-01,"SK",NA
1993-05-01,"SK",NA
1993-04-01,"SK",NA
1993-03-01,"SK",NA
1993-02-01,"SK",NA
1993-01-01,"SK",NA
